Simulation	MAF_DGRP_incl_mono	MAF_DPGP3_incl_mono	MAF_SA_incl_mono
81	0.247839273113208	0.141152948537736	0.163106645023697
82	0.245965910754717	0.160580253254717	0.157942389099526
83	0.237000273584906	0.168355191320755	0.165981559241706
84	0.233661313726415	0.152309913113208	0.162204511848341
85	0.249517551839623	0.164185603726415	0.1430184507109
86	0.249314171320755	0.165364648066038	0.146190283412322
87	0.255575179575472	0.167707965660377	0.167048443601896
88	0.246252265518868	0.15787686240566	0.162554443127962
89	0.256121211462264	0.177885371981132	0.175044198104265
90	0.261781201320755	0.162208500943396	0.175470615165877
91	0.248413320613208	0.159264397641509	0.156803042654028
92	0.236697312924528	0.165924952311321	0.166646192890995
93	0.237125096273585	0.15995466	0.155507601895735
94	0.246572814858491	0.168113394481132	0.155690303317536
95	0.227431890377359	0.173992739009434	0.169701100473934
96	0.25529885009434	0.176551962924528	0.163075448815166
97	0.238607376037736	0.159883950566038	0.153250199052133
98	0.249366921462264	0.188746998254717	0.166081993364929
99	0.245888848113208	0.170216084811321	0.156440602843602
100	0.233663057169811	0.152000159339623	0.161157719905213
101	0.252316932688679	0.160161248396226	0.165518972037915
102	0.215897955707547	0.156206678490566	0.154975962559242
103	0.247976950801887	0.161826610141509	0.185095975829384
104	0.241594827028302	0.175087586698113	0.17760128056872
105	0.26109259	0.162948033584906	0.167305247867299
106	0.251506195896226	0.162829147169811	0.166921061137441
107	0.248426985283019	0.171154520754717	0.177359195734597
108	0.233886236933962	0.185822178160377	0.188316360663507
109	0.236359494669811	0.158962190141509	0.155428865876777
110	0.253024206462264	0.160105904245283	0.155879905687204
111	0.250866269009434	0.165619362075472	0.176634692417062
112	0.241419611839623	0.176942794716981	0.187504222274882
113	0.236334909339623	0.177932153773585	0.168348392890995
114	0.253631913537736	0.15554630254717	0.173482134597156
115	0.258352857075472	0.160372909575472	0.164488272985782
116	0.233656328396226	0.172028331698113	0.171714360189573
117	0.247497473396226	0.15789311254717	0.164942714691943
118	0.261370836320755	0.167160743066038	0.171384384834123
119	0.253920775424528	0.159813373443396	0.164789006161137
120	0.253055730707547	0.149413341084906	0.153417958767773
121	0.234458461179245	0.169128940471698	0.178267106161137
122	0.258203319150943	0.155013774386792	0.155901301895735
123	0.241633873820755	0.144717922735849	0.175752345971564
124	0.246074290377358	0.149845242122641	0.155561339810427
125	0.243477480990566	0.162346473396226	0.174999640758294
126	0.238404437122642	0.157492484386792	0.155472327014218
127	0.261485467924528	0.1730284075	0.157994152132701
128	0.226732223207547	0.167661599764151	0.172436862085308
129	0.244326751320755	0.168454521603774	0.167852625118483
130	0.246914714811321	0.148808888207547	0.158721567772512
131	0.253161406415094	0.166747512783019	0.161830296682464
132	0.228930065896226	0.161235223160377	0.154083404739336
133	0.248055651650943	0.160141884811321	0.148318256398104
134	0.266377140660377	0.158596109433962	0.157896761611374
135	0.241125986650943	0.163132821839623	0.153387260663507
136	0.24599011009434	0.190278659339623	0.164769701895735
137	0.238726060141509	0.162136070377358	0.161631652606635
138	0.234218473254717	0.165745015896226	0.160392254976303
139	0.245801236132075	0.159697963773585	0.144789082938389
140	0.232908522877358	0.153469323679245	0.152308767772512
141	0.239505310990566	0.142591278160377	0.160319218009479
142	0.253288688443396	0.160632952169811	0.160075585781991
143	0.243507222216981	0.173622724575472	0.169269361137441
144	0.247012541933962	0.175008150424528	0.165129213270142
145	0.238836538396226	0.173805817264151	0.155371258767773
146	0.24323115740566	0.169605220141509	0.151789289099526
147	0.261769190566038	0.172482880235849	0.153056417061611
148	0.234815344858491	0.150906261839623	0.168767967772512
149	0.234258399245283	0.151836477688679	0.14760688957346
150	0.245764635141509	0.163073211179245	0.164225348341232
151	0.257028618254717	0.173793409528302	0.172548291469194
152	0.245400989103774	0.172966044245283	0.175538312322275
153	0.243648306132075	0.163883573066038	0.162426998578199
154	0.241858962924528	0.165497763160377	0.16535341943128
155	0.247176128773585	0.166721662311321	0.172128558767772
156	0.241163791509434	0.16681939509434	0.144425020853081
157	0.226011528773585	0.162479072169811	0.172017396682464
158	0.238798152075472	0.162422219056604	0.165760284834123
159	0.251034285377359	0.173138706650943	0.164602863981043
160	0.231245524056604	0.154720612311321	0.160221247867299
161	0.248085876886792	0.165307935849057	0.146389499052133
162	0.238256473113208	0.169022586084906	0.148689163507109
163	0.249586674575472	0.167369643349057	0.157961925118483
164	0.225259597216981	0.160939326226415	0.159124250236967
165	0.255358060188679	0.156754049056604	0.175009590995261
166	0.252562009764151	0.149384435990566	0.144780598578199
167	0.24122383740566	0.152232940754717	0.164587383412322
168	0.245945540801887	0.155745802311321	0.144787997630332
169	0.241337494622642	0.177664347028302	0.167040066824645
170	0.245728516320755	0.170015664103774	0.1538348507109
171	0.250365302075472	0.170995691556604	0.154828235545024
172	0.24856361509434	0.19418452740566	0.168890650236967
173	0.239956220330189	0.161436018773585	0.169596963033175
174	0.252400541273585	0.179067252216981	0.168703169194313
175	0.257883827358491	0.151115742169811	0.14822949478673
176	0.229043961745283	0.183477128584906	0.153475447867299
177	0.250887610377359	0.173932799339623	0.172891306161137
178	0.230747010330189	0.138534679481132	0.141908009952607
179	0.260954194858491	0.1684793475	0.181783338388626
180	0.24466025	0.186399049716981	0.157107709004739
181	0.245796315754717	0.161131168679245	0.165306572985782
182	0.240513279339623	0.173199441509434	0.170973661611374
183	0.249349992358491	0.168940784339623	0.186084536492891
184	0.239582169245283	0.143412806886792	0.153416007109005
185	0.23865245009434	0.160328014339623	0.161798316587678
186	0.23599455254717	0.17212249259434	0.140458381516588
187	0.236038394764151	0.142323999764151	0.163898396682464
188	0.248661710707547	0.170453582641509	0.166549827014218
189	0.245646421179245	0.176080798396226	0.170665425592417
190	0.245704413537736	0.161224478915094	0.154258907582938
191	0.24051000995283	0.137324071273585	0.157748081042654
192	0.241329072830189	0.14857649745283	0.144254307109005
193	0.237999191179245	0.16844206245283	0.1635561492891
194	0.251919730188679	0.178033025566038	0.164059145023697
195	0.251703893349057	0.174173720518868	0.1725909507109
196	0.259338928773585	0.164365328820755	0.152936009004739
197	0.244918598820755	0.150672336698113	0.160938091469194
198	0.250701764716981	0.163244408396226	0.170186497156398
199	0.24151264	0.161629117311321	0.155344190995261
200	0.235659251415094	0.160109775801887	0.141166249763033
201	0.256169806886792	0.17555896990566	0.165775961137441
202	0.261445773254717	0.15665321995283	0.14687851943128
203	0.253188338349057	0.160351834764151	0.179158202369668
204	0.232769076415094	0.145094126415094	0.161029211848341
205	0.236731140566038	0.162932638018868	0.169929766350711
206	0.240452259103774	0.161459778962264	0.174986419905213
207	0.236714810990566	0.146739958396226	0.16583705450237
208	0.227457301650943	0.165679138207547	0.172895136492891
209	0.243952709669811	0.157975362216981	0.162600768720379
210	0.244654766320755	0.174033788349057	0.169136729383886
211	0.231397005990566	0.171268555896226	0.162779734123223
212	0.239003371886792	0.14582395504717	0.14364231042654
213	0.244112123396226	0.164208746603774	0.175490998578199
214	0.241004802783019	0.156181790943396	0.170499282464455
215	0.240003074386792	0.143430486556604	0.15981625971564
216	0.244687681132075	0.1639175975	0.171490141706161
217	0.250086457122641	0.176701948207547	0.169632787677725
218	0.227951261698113	0.150971713915094	0.163984227014218
219	0.249529491933962	0.174924319716981	0.182881557345972
220	0.245233019339623	0.164441106745283	0.155715330805687
221	0.230409118113208	0.159180863867925	0.151477158767773
222	0.253269225235849	0.182062422924528	0.160590736492891
223	0.241187093820755	0.142433320235849	0.152533853080569
224	0.248071797877359	0.164086013773585	0.168447356872038
225	0.241916560188679	0.16031586240566	0.190092766350711
226	0.250720217028302	0.176796701084906	0.16581552464455
227	0.224597407783019	0.15592898495283	0.156541621327014
228	0.233125174056604	0.163617899339623	0.164432923222749
229	0.249605837264151	0.16747924495283	0.174786548341232
230	0.243786334386792	0.154764474481132	0.14690881042654
231	0.246736993773585	0.170042640518868	0.165193289099526
232	0.255970511084906	0.174346115566038	0.164564409004739
233	0.245887584811321	0.151430156933962	0.166624919905213
234	0.242944536556604	0.155472139150943	0.170439398578199
235	0.247390797169811	0.170998756839623	0.170094268720379
236	0.243034519150943	0.157998442688679	0.15247598957346
237	0.235612316650943	0.164589543018868	0.173131373459716
238	0.250738180330189	0.151896566273585	0.139354608530806
239	0.249985490377358	0.160037928066038	0.16592970521327
240	0.243122338726415	0.156043919056604	0.153278634597156
241	0.238077428254717	0.162523538018868	0.170299837914692
242	0.253957885	0.152383451933962	0.148973467298578
243	0.232318588018868	0.165451915330189	0.161909024170616
244	0.237624714858491	0.149210011273585	0.168123501421801
245	0.259588496226415	0.16121055995283	0.154182065402844
246	0.228463514339623	0.153569974858491	0.154637434597156
247	0.253731210613208	0.157719721556604	0.157458409478673
248	0.251930940990566	0.171559714481132	0.173496741232227
249	0.25242533990566	0.153677368254717	0.133217608530806
250	0.243160638207547	0.157480175849057	0.152751197156398
251	0.256498141415094	0.153820309764151	0.152523123696682
252	0.249423036933962	0.167650517877358	0.162777523696682
253	0.245285473207547	0.170705696745283	0.153745046919431
254	0.241562451320755	0.169212293915094	0.184850801421801
255	0.236561656886792	0.168590400707547	0.162134145971564
256	0.236859403301887	0.143386434528302	0.169153971563981
257	0.226293357877358	0.159445431792453	0.153395317535545
258	0.235261455235849	0.156579549245283	0.162160783886256
259	0.249844662688679	0.159639700518868	0.157211567772512
260	0.247110593537736	0.162584558537736	0.180522026066351
261	0.246449311320755	0.153621252971698	0.157917562085308
262	0.245398963820755	0.146609782830189	0.168162112322275
263	0.230416308679245	0.17010526754717	0.146810593364929
264	0.261504195330189	0.169092543537736	0.167701167772512
265	0.250172492783019	0.16833703	0.168058923222749
266	0.246753778160377	0.154036968584906	0.150043572511848
267	0.255349622783019	0.165688763113208	0.161678307582938
268	0.243955132688679	0.187890397641509	0.171566641232227
269	0.236961922358491	0.162545695660377	0.153934433649289
270	0.248120476839623	0.160688829009434	0.167074685781991
271	0.237373631273585	0.166614479481132	0.153012242654028
272	0.240662165330189	0.175293706179245	0.177994483412322
273	0.232952383632075	0.167566019292453	0.165985162559242
274	0.239543302641509	0.152608409481132	0.155503106161137
275	0.240553976792453	0.154706639339623	0.161253875829384
276	0.229907584575472	0.155025187924528	0.166764692417062
277	0.223002248254717	0.166373678301887	0.179324564454976
278	0.249353158349057	0.168762330801887	0.149860955450237
279	0.248792234103774	0.159169223066038	0.147337206161137
280	0.250677846981132	0.170974604716981	0.164708706635071
281	0.253469551650943	0.165831655801887	0.156074818009479
282	0.244243320471698	0.173277684811321	0.176097726066351
283	0.244409816273585	0.159063254198113	0.174233200947867
284	0.252547553113208	0.163353419150943	0.170125698104265
285	0.245651118820755	0.160824614764151	0.176619736492891
286	0.230027493537736	0.155267933820755	0.149317541232227
287	0.235948979339623	0.148657319858491	0.167508351184834
288	0.239461256556604	0.157563152264151	0.151996966350711
289	0.270763463018868	0.169328113207547	0.157484796682464
290	0.240661447924528	0.163442219858491	0.158559562559242
291	0.247995578726415	0.177997483160377	0.163187918957346
292	0.246325256084906	0.172741589481132	0.174597761137441
293	0.247996373018868	0.16198049740566	0.158079236018957
294	0.256488620849057	0.16981958004717	0.158085203791469
295	0.239918820330189	0.167614631886792	0.186143893838863
296	0.256490668018868	0.164735082924528	0.165415366824645
297	0.251905453962264	0.184645609764151	0.156826390521327
298	0.250255744339623	0.168895270471698	0.157426666824645
299	0.240488866273585	0.171812711933962	0.152449151184834
300	0.247297695235849	0.164792310377359	0.165153378672986
301	0.256495077264151	0.176706189056604	0.179126182464455
302	0.243516099858491	0.145989607264151	0.149784298104265
303	0.232797960141509	0.142132381745283	0.145220513744076
304	0.257464524622642	0.15847044745283	0.156009195734597
305	0.237963558301887	0.153462894056604	0.172578855450237
306	0.234133381415094	0.160455177075472	0.153522516587678
307	0.241778084103774	0.155700124103774	0.159060109004739
308	0.257674103349057	0.159143758584906	0.150985104739336
309	0.242500729245283	0.15102925009434	0.16113733507109
310	0.247667046367925	0.186070371415094	0.152135663981043
311	0.241032587830189	0.169349230377358	0.171683646445498
312	0.241572203679245	0.16884160009434	0.161688482938389
313	0.238089324811321	0.159701596603774	0.165776272037915
314	0.246158316226415	0.175540242688679	0.171276822748815
315	0.229117695141509	0.166534547877358	0.153266309004739
316	0.237535051745283	0.15270913245283	0.171029961137441
317	0.247040855801887	0.159347827924528	0.17157138056872
318	0.240221749575472	0.17774532504717	0.149737669668246
319	0.260413557735849	0.170850312169811	0.172730036492891
320	0.261720666933962	0.166967722028302	0.169676545971564
321	0.242708152169811	0.165428423207547	0.156101298104265
322	0.232447587971698	0.163599484575472	0.173189638862559
323	0.253219426084906	0.174290126084906	0.173179284834123
324	0.237982979103774	0.164710158726415	0.158510266824645
325	0.243534900188679	0.155144865849057	0.140755484834123
326	0.228135339764151	0.171979903915094	0.173413181042654
327	0.257762123915094	0.166677300235849	0.1580823507109
328	0.236673751320755	0.165538603915094	0.153665574407583
329	0.267487556509434	0.149131624433962	0.151053863033175
330	0.257061913349057	0.169711238443396	0.158529027962085
331	0.228637960613208	0.151745663254717	0.164120765402844
332	0.250954110518868	0.166346544528302	0.164032666824645
333	0.243845098396226	0.167100026981132	0.172232554028436
334	0.240321398018868	0.154564436415094	0.152561516113744
335	0.265841913773585	0.158455463113208	0.155364470616114
336	0.250231773915094	0.160625410660377	0.176445786255924
337	0.237953659481132	0.157597553443396	0.156772936018957
338	0.242825659198113	0.164332159481132	0.151483290521327
339	0.253242757028302	0.165917178349057	0.155629366824645
340	0.247556798396226	0.165203779575472	0.171491260663507
341	0.242784272311321	0.183075961745283	0.170434413744076
342	0.237324655283019	0.181627483820755	0.142749489099526
343	0.24311004490566	0.178366449669811	0.173381892417062
344	0.23423025490566	0.156123854528302	0.150996888625592
345	0.243448740849057	0.17051218490566	0.159414528436019
346	0.24484269740566	0.168815337075472	0.160076532227488
347	0.241770364716981	0.155005514622642	0.155042038388626
348	0.242121148820755	0.155726657075472	0.163595486255924
349	0.243797940849057	0.173759086273585	0.15112202985782
350	0.234983458349057	0.166442879433962	0.160660998104265
351	0.247220076603774	0.15100225754717	0.159265304265403
352	0.236985149245283	0.1837896275	0.173639006161137
353	0.259162420566038	0.173113404575472	0.164573562085308
354	0.251340150471698	0.164612351132075	0.16760792464455
355	0.249702664811321	0.151738765943396	0.156093803317536
356	0.245696898066038	0.152718751603774	0.159809487677725
357	0.23661048259434	0.160068981179245	0.151911121327014
358	0.241738715613208	0.163205923301887	0.164539045023697
359	0.24671415995283	0.171971185660377	0.164346979146919
360	0.244630849009434	0.157579385377358	0.165407014691943
361	0.22663762490566	0.177860833113208	0.158442363981043
362	0.239859528490566	0.157559223679245	0.156497029383886
363	0.246495507264151	0.153632375188679	0.143788168720379
364	0.238287721320755	0.162975219481132	0.173145424170616
365	0.26471127004717	0.177721940235849	0.176693411848341
366	0.224602161556604	0.167783524386792	0.160392544549763
367	0.241636017830189	0.146040758066038	0.141631810900474
368	0.239006947830189	0.165405267122642	0.165606010900474
369	0.231207031886792	0.152392251273585	0.159904510900474
370	0.256348163207547	0.146455425990566	0.158127663981043
371	0.237268250518868	0.171991363820755	0.151564833175355
372	0.235997185141509	0.160009151745283	0.147199518009479
373	0.246512305849057	0.148897642358491	0.159482204265403
374	0.223448759339623	0.153203689386792	0.151443459241706
375	0.255958233820755	0.170155409198113	0.176608512322275
376	0.244786008490566	0.159565978301887	0.158137639810427
377	0.247728911179245	0.169636248490566	0.172856765876777
378	0.237909501509434	0.168454673443396	0.15552473507109
379	0.241779844622642	0.161843473773585	0.162182771090047
380	0.256142769811321	0.171000691462264	0.160076427488152
381	0.240219157830189	0.159955129245283	0.164999436492891
382	0.259459972358491	0.172159228537736	0.182126695260663
383	0.257068746650943	0.15549541509434	0.157684018483412
384	0.226316247971698	0.156092209292453	0.149113242654028
385	0.242346017169811	0.166508170235849	0.162619309952607
386	0.249437210707547	0.16790690990566	0.148441025592417
387	0.247231799764151	0.149348781037736	0.168864978199052
388	0.257126181745283	0.163293235849057	0.1557813507109
389	0.240179986886792	0.167131492877358	0.16381155971564
390	0.241174064575472	0.156825403679245	0.153945212322275
391	0.246526306556604	0.172499365660377	0.175380467298578
392	0.248209318396226	0.130802165424528	0.164034173933649
393	0.24531135995283	0.152551475141509	0.153758272037915
394	0.244148348490566	0.167230634764151	0.158819885781991
395	0.250712274245283	0.150180870188679	0.15394507535545
396	0.253291753679245	0.178663957311321	0.174131974881517
397	0.24592453740566	0.178068984575472	0.163952813744076
398	0.230043100188679	0.156368921981132	0.145381406635071
399	0.248282317216981	0.156427668066038	0.173445567772512
400	0.239814295424528	0.160627107122641	0.176094397156398
401	0.25713849759434	0.159530418490566	0.164149306161137
402	0.247695790141509	0.166328318301887	0.165628192417062
403	0.234263479103774	0.162586354339623	0.156570769194313
404	0.228077359575472	0.163159092169811	0.170810230331754
405	0.231853402075472	0.158128307358491	0.155898618957346
406	0.2524194125	0.181851917641509	0.160870779146919
407	0.250731265801887	0.16990612254717	0.147948602369668
408	0.23277184259434	0.152094572169811	0.145153060189573
409	0.258299751226415	0.149490878349057	0.152849626066351
410	0.254529496839623	0.154374578066038	0.163913023696682
411	0.238184433962264	0.186786275377358	0.175069443127962
412	0.253449265801887	0.151225681886792	0.169948504739336
413	0.256021309245283	0.146781011132075	0.155097970616114
414	0.239516719103774	0.174639021933962	0.16710788957346
415	0.241607536981132	0.180927426981132	0.184538629383886
416	0.240119918726415	0.160369967735849	0.160610608056872
417	0.263841087311321	0.162939283726415	0.164170687677725
418	0.24259750995283	0.151750597830189	0.165822380094787
419	0.243421198726415	0.168078063018868	0.163081366350711
420	0.250114119245283	0.174975561792453	0.135973741232227
421	0.245852714009434	0.170284467311321	0.146699694312796
422	0.241268702169811	0.155408770235849	0.161191885781991
423	0.24923458745283	0.175038603773585	0.16403385971564
424	0.235905489433962	0.156240523820755	0.15075009478673
425	0.255479521132075	0.156607239811321	0.146656707109005
426	0.256476986415094	0.145110350660377	0.164851587677725
427	0.260593043254717	0.161135076509434	0.162332416113744
428	0.252639915566038	0.180456155896226	0.166904781516588
429	0.231320921839623	0.169322092877358	0.160251602369668
430	0.247259642641509	0.172351382971698	0.166327616587678
431	0.271884540801887	0.159884708726415	0.169704763033175
432	0.255550946509434	0.165516367122642	0.167069132701422
433	0.245042175188679	0.149253343584906	0.166829676777251
434	0.241335048726415	0.160277087122642	0.168499533175355
435	0.238719330188679	0.157269155188679	0.172394759241706
436	0.22376517759434	0.170663108490566	0.177834048341232
437	0.243218233584906	0.158495264150943	0.162658687203791
438	0.242704168867925	0.155221639056604	0.153685583412322
439	0.248704616179245	0.163479798066038	0.170814298104265
440	0.241673689245283	0.152108685	0.170361189099526
441	0.245846032075472	0.174561431792453	0.169931988151659
442	0.23496935745283	0.162090069858491	0.157189625118483
443	0.233439933962264	0.151722909575472	0.151801851658768
444	0.241044795235849	0.155382345424528	0.172190090047393
445	0.246578029245283	0.179837851084906	0.173025546919431
446	0.255259350377358	0.145669880283019	0.164495327014218
447	0.232164193867925	0.146955147264151	0.141983526066351
448	0.23893849245283	0.161796543537736	0.161778601895735
449	0.246932182924528	0.14283274754717	0.151344798104265
450	0.222393956650943	0.171317055801887	0.171078547393365
451	0.236865736650943	0.155208220377358	0.157759799052133
452	0.233183329669811	0.154551879386792	0.158324496208531
453	0.253994920283019	0.155718216792453	0.146165713270142
454	0.232386329528302	0.150225212264151	0.136976018483412
455	0.240129318490566	0.148274556698113	0.166360981990521
456	0.235697660377358	0.163828320141509	0.177495538388626
457	0.218134974764151	0.149211516603774	0.178918144549763
458	0.237889099622642	0.162882802830189	0.156374312322275
459	0.240542288773585	0.140101565990566	0.150379829383886
460	0.244728555	0.156933355613208	0.182777222274882
461	0.249357614764151	0.157252467075472	0.153418940758294
462	0.255005015613208	0.152710323160377	0.140075036492891
463	0.229065699858491	0.147604480943396	0.163296155924171
464	0.238675431509434	0.161413273443396	0.167486090521327
465	0.255991633820755	0.167743581981132	0.15228903507109
466	0.240559486933962	0.166477007688679	0.167918584834123
467	0.241535280849057	0.168390171698113	0.156736681042654
468	0.243940763254717	0.163079655566038	0.156147428436019
469	0.243966994433962	0.174687611273585	0.167386654976303
470	0.266085179198113	0.165915706650943	0.163004725592417
471	0.24945842995283	0.161818087688679	0.165107427962085
472	0.254685469433962	0.157519810896226	0.165288035545024
473	0.268447006839623	0.171176827735849	0.162945437914692
474	0.247687064103774	0.175381685188679	0.145953627962085
475	0.248318933726415	0.183736428867925	0.167889127962085
476	0.232593319245283	0.163403012783019	0.1536751
477	0.235741824481132	0.156671638301887	0.160696071563981
478	0.225721618867925	0.155886755754717	0.147617247867299
479	0.239530260141509	0.154913637830189	0.163274298104265
480	0.241215732075472	0.178801997641509	0.1737232
481	0.24329096240566	0.160796043349057	0.147874399052133
482	0.241270314150943	0.161319862028302	0.152811147393365
483	0.230706396509434	0.153154811226415	0.163486540758294
484	0.24921349990566	0.158287481462264	0.159781327962085
485	0.265377598160377	0.181260918867925	0.16122724549763
486	0.231034447311321	0.151794161745283	0.164356441706161
487	0.224620116933962	0.156388684103774	0.155944357819905
488	0.239421374669811	0.168848605330189	0.1712327507109
489	0.245041467924528	0.15089167254717	0.167445556398104
490	0.239781958207547	0.148532644103774	0.161364363507109
491	0.24150290490566	0.134882821320755	0.1345473
492	0.249292167877359	0.156297977169811	0.15833328056872
493	0.240217011839623	0.165972133443396	0.160694927962085
494	0.237499650283019	0.141655583632075	0.154584836966825
495	0.250640247311321	0.163501350141509	0.172618255450237
496	0.254730015141509	0.170039471792453	0.173654902843602
497	0.24408870254717	0.16438963509434	0.157678383412322
498	0.253599347169811	0.166379203254717	0.180813332701422
499	0.257009561084906	0.175820950141509	0.161131117061611
500	0.253670626886792	0.158228467264151	0.147953906161137
501	0.235825304150943	0.159843812028302	0.159937379146919
502	0.254506523443396	0.167039956698113	0.159511845971564
503	0.248450532358491	0.171186135566038	0.163992695260664
504	0.226544862971698	0.15726027245283	0.156077781042654
505	0.254435632641509	0.165586641084906	0.152310036018957
506	0.249328273443396	0.150179486132075	0.149872977251185
507	0.249537370896226	0.16705699995283	0.157105827488152
508	0.235610748773585	0.157846553207547	0.182990132227488
509	0.246158906650943	0.135233291933962	0.165799539336493
510	0.239454575188679	0.168066099811321	0.160954433175355
511	0.247615243349057	0.155296775283019	0.167535873933649
512	0.236059105141509	0.174671252971698	0.176852714691943
513	0.252232767735849	0.164004287216981	0.164629473933649
514	0.237828840896226	0.170639277830189	0.169408299526066
515	0.231057291367925	0.145744229009434	0.163138485781991
516	0.230096113537736	0.152530986981132	0.154649906161137
517	0.251171773018868	0.171322519858491	0.163675209952607
518	0.251355450707547	0.169917045518868	0.183240892417062
519	0.25387074495283	0.161184541745283	0.151215524170616
520	0.235317739811321	0.167506472877358	0.160944793838863
521	0.249081937075472	0.168576806367925	0.146057378199052
522	0.23520273504717	0.156344311792453	0.181872788625592
523	0.246160583396226	0.175232276367925	0.177521521327014
524	0.246181348301887	0.158254574433962	0.180377530805687
525	0.24719267990566	0.172815636839623	0.160684382938389
526	0.237124050141509	0.145588466981132	0.156262792890995
527	0.240483446462264	0.18592267490566	0.167108511374408
528	0.263841789056604	0.156767979481132	0.167812830805687
529	0.240043552216981	0.151154192641509	0.160425865876777
530	0.226635133915094	0.1691403775	0.163985513744076
531	0.261038914481132	0.162173810283019	0.155022978672986
532	0.249615011839623	0.187409461132075	0.180375922274882
533	0.250667812264151	0.161072434481132	0.153473795734597
534	0.239981384339623	0.167302933160377	0.156429828909953
535	0.246626080566038	0.164434220990566	0.158948519905213
