V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.043425	0.12034	0.145525	-0.017238	0.041951	-0.063539	0.105971	0.148794	-0.072768	-0.099456	0.005235	-0.036643	-0.021222	-0.113241	0.108256	-0.092864	-0.039941	-0.096092	-0.07248	-0.109612	0.054397	-0.128856	-0.029283	-0.080175	-0.034544	0.005069	-0.113508	-0.121744	-0.033647	0.036977	-0.033043	0.204487	0.107097	-0.061828	0.21981	0.143181	0.059106	0.004933	-0.031346	-0.118959	0.120655	-0.091616	-0.134751	-0.010626	0.222356	0.065615	-0.033529	-0.013013	0.107972	-0.057131	-0.070843	0.119753	-0.088493	-0.043189	-0.103316	-0.078258	-0.050751	-0.080501	0.169219	-0.063451	-0.083858	-0.017591	0.215384	0.050587	-0.098748	-0.06359	0.020988	0.100612	-0.077962	-0.086226	-0.085702	0.016636	0.116374	-0.103925	-0.055183	-0.114566	-0.116995	-0.081177	-0.029358	-0.0535	-0.086527	-0.057961	-0.020974	0.069789	0.211754	0.012342	-0.043789	0.238992	-0.130975	-0.110456	-0.14937	0.111029	-0.063805	0.112647	-0.104188	-0.096874	0.325989	0.097333	0.005926	-0.021166	-0.103255	-0.074011	-0.000294	-0.054785	-0.069041	-0.109473	0.088624	0.094907	0.040895	-0.112298	0.004181	0.116824	-0.0905	0.097564	-0.004829	-0.08866	0.16552	0.072851	-0.036013	-0.074813	0.011807	-0.044511	-0.09691	-0.07296	-0.014414	-0.004268	0.172824	-0.002883	-0.035077	0.083776	0.030348	0.000238	0.045933	0.033033	-0.076024	-0.088662	0.102555	-0.089093	-0.008444	-0.034477	-0.012092	0.347933	-0.104476	-0.090649	0.027864	-0.060558	-0.055576	-0.106444	-0.044829	-0.006797	0.10516	-0.002595	-0.123701	2e-06	0.022869	0.138155	-0.077046	-0.044563	-0.084281	-0.110145	0.026959	-0.043518	0.010545	-0.062676	0.142632	0.00425	0.030008	-0.038452
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007829	0.012563	0.137573	-0.018968	-0.085394	-0.093299	-0.036291	-0.116737	-0.026401	0.060128	-0.033648	-0.075684	-0.08268	-0.093154	-0.068418	-0.019833	0.087273	0.080752	0.010837	0.249803	-0.080987	0.112031	-0.117798	0.049546	0.043029	-0.055892	-0.091235	0.080713	0.027331	-0.078476	0.042216	-0.079509	0.058864	0.053137	-0.07871	-0.082718	0.004391	-0.084785	-0.109509	0.034508	-0.063763	-0.085538	0.013467	0.095477	-0.089345	-0.035016	-0.067486	-0.070481	-0.059762	-0.06258	-0.099661	-0.087042	-0.028757	-0.074918	-0.077471	0.025847	-0.003203	-0.088769	-0.000563	-0.043211	0.086304	0.032767	0.131729	-0.052841	-0.097781	0.136962	-0.095424	-0.074651	0.022265	-0.100359	-0.002247	0.045375	-0.09615	-0.040012	-0.023143	-0.101273	-0.043738	0.021665	-0.093706	-0.079723	-0.036911	0.000825	0.140174	0.078138	0.084502	-0.065667	0.013844	0.013017	-0.068736	-0.013634	0.037791	-0.036838	-0.095709	-0.087881	-0.112872	0.002005	-0.027594	0.079942	-0.016685	-0.047248	-0.001885	0.014805	-0.090881	-0.057143	0.006623	0.191894	-0.080555	0.12474	-0.094905	0.217308	-0.062272	0.001055	-0.068437	0.020302	0.063078	0.001402	-0.093559	-0.008391	-0.066901	0.202387	0.027408	0.006991	0.101018	0.10042	0.039087	0.01644	0.128036	0.057934	-0.061808	0.010397	0.021865	0.16553	-0.095574	-0.017467	-0.045185	-0.070531	-0.050783	0.057894	0.028768	0.05654	-0.005665	-0.070518	-0.100146	0.037916	-0.081984	-0.050728	-0.046336	-0.021212	-0.037492	-0.050769	0.080489	-0.049275	0.036671	0.015618	0.073364	0.050524	0.0095	-0.062397	-0.125586	0.132206	-0.074605	0.096311	-0.027616	-0.090199	0.126443	0.017967	0.038564
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027965	-0.078239	0.178085	-0.043138	0.204697	0.174642	0.017524	-0.063813	-0.076759	0.023971	-0.041842	-0.070447	0.239314	-0.060009	-0.041716	-0.073053	-0.071274	-0.075881	0.00854	0.042501	0.164021	-0.086238	0.026091	-0.042891	-0.079774	-0.047016	-0.025714	-0.081043	0.004754	0.10418	0.146811	0.041453	0.099145	0.148633	0.119885	-0.029508	-0.071725	-0.057818	0.165001	-0.060629	-0.06431	-0.095205	0.247088	0.114133	-0.027817	-0.011164	0.059372	-0.067574	-0.006243	0.13669	0.045859	-0.072105	-0.047768	-0.051103	-0.021717	-0.074113	0.239704	-0.059263	-0.073138	-0.030273	0.096276	-0.087887	-0.024951	-0.086618	-0.053547	0.077796	0.047387	-0.117928	-0.084998	-0.05427	0.018078	-0.075083	-0.042255	-0.02143	-0.073956	-0.054015	-0.106049	-0.068451	-0.012633	-0.086873	-0.029214	-0.107294	0.061516	-0.092298	0.074635	0.099561	-0.113093	-0.041327	-0.095188	-0.109012	-0.058431	0.210031	-0.038982	-0.099144	-0.04116	0.144187	-0.071805	0.051692	-0.092281	-0.070008	0.080809	0.144094	-0.049304	0.09522	-0.034842	0.150546	-0.064595	-0.082211	0.021912	0.086104	-0.016477	0.247477	-0.062922	-0.101897	0.145084	0.107985	-0.035119	-0.084845	-0.048664	-0.032824	0.068215	-0.061604	-0.06603	-0.034607	0.078718	-0.115938	-0.049956	0.163412	-0.088563	-0.043444	-0.091562	0.137912	-0.049937	-0.037451	0.086435	-0.106575	-0.022397	-0.075804	0.004737	-0.05679	-0.066197	-0.087397	-0.040625	-0.061226	-0.022877	-0.040765	-0.078906	-0.029824	0.079129	-0.068422	-0.023106	-0.073879	-0.059365	0.096782	0.059132	-0.061645	-0.071711	-0.085727	-0.058486	-0.031545	-0.083639	-0.066653	0.122184	-0.085883	-0.074636	-0.055873
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002739	0.034932	-0.064337	0.075804	0.030026	-0.070667	-0.041548	0.032555	-0.024655	-0.016144	-0.046913	0.070761	-0.071108	-0.007642	-0.100252	-0.017598	-0.023656	-0.007196	0.111529	-0.070594	-0.041275	-0.019932	0.048381	-0.109737	-0.043747	0.118774	0.04269	-0.069846	0.140076	0.048402	-0.007344	0.152385	0.038814	0.043082	0.007458	-0.056327	-0.098031	0.05601	-0.081389	-0.048409	0.035337	0.152296	0.033702	-0.023604	-0.036641	0.058637	-0.033312	-0.047795	0.139835	-0.054289	-0.035455	-0.048688	-0.053115	0.010772	-0.052247	0.038509	-0.091799	-0.055819	-0.046217	0.106927	0.040418	-0.058148	-0.103928	0.0225	0.024039	-0.036643	-0.040535	0.009125	0.026166	0.127724	-0.071074	-0.038311	-0.023803	-0.057594	-0.03941	0.041708	-0.050036	-0.051924	-0.053518	-0.052638	0.088699	0.13132	0.023281	-0.048005	0.149676	-0.059828	-0.092481	-0.089938	0.05357	-0.038205	0.049062	-0.014974	-0.041605	0.062676	0.03387	0.023761	-0.011659	-0.059159	-0.033112	-0.025091	-0.023618	-0.062726	-0.086799	0.001189	0.028587	-0.027516	-0.033878	0.013748	0.07362	-0.081393	0.025475	0.001702	-0.06419	0.131452	0.023789	-0.044061	-0.086675	-0.00352	-0.050402	-0.057295	-0.08087	0.033975	0.07479	0.151949	0.069134	-0.100997	0.046283	0.073584	-0.025635	0.025059	0.037582	-0.042227	-0.045286	0.030193	-0.045601	0.044729	-0.01627	0.04378	0.047627	-0.041258	-0.082119	0.026735	-0.027177	-0.05882	-0.078309	-0.049001	-0.05618	0.101994	0.003681	-0.042046	0.023409	0.035169	0.125368	-0.043958	-0.083835	-0.051724	-0.086419	0.015666	-0.074918	-0.031497	-0.064171	0.076057	0.025998	0.031115	-0.03069
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.033985	-0.077464	-0.085956	-0.100733	-0.029395	-0.068218	0.051378	-0.033936	-0.074921	-0.074748	-0.058014	-0.015806	-0.020522	0.061847	0.062071	0.054501	0.090394	-0.05337	0.039165	-0.072919	0.031959	0.03995	-0.066027	-0.020352	0.08732	0.039091	-0.063114	0.004897	-0.089209	0.063588	-0.006034	-0.089597	-0.062403	0.03901	-0.026958	-0.053572	-0.016053	-0.046465	-0.061819	0.022462	0.020028	-0.112912	-0.062977	-0.04502	-0.032094	-0.054966	-0.069026	-0.063577	-0.04594	-0.036151	-0.075023	-0.074863	0.044306	-0.010353	-0.09095	-0.014661	-0.063242	0.04006	-0.022759	0.114474	-0.096145	-0.058344	0.170364	-0.060304	-0.09708	0.074615	-0.065415	0.053174	0.039707	-0.097814	-0.094741	-0.089422	-0.044906	-0.054641	0.013023	-0.072012	-0.079245	-0.072777	-0.024644	0.171935	0.018156	0.055792	0.003844	-0.037713	0.008624	-0.031282	0.018414	0.031912	-0.043885	-0.112356	-0.09553	-0.077592	-0.017892	-0.026581	0.016413	-0.023848	-0.037892	0.056079	0.05408	-0.079198	-0.038541	0.007194	0.12527	-0.037761	0.163033	-0.073942	0.082635	-0.103937	0.008889	-0.10364	0.055986	0.056271	0.017755	-0.085228	-0.027051	-0.088165	0.185195	0.043685	-0.085865	0.044032	0.021901	0.020133	-0.00034	0.37951	0.136157	-0.071047	0.03152	0.012391	0.147763	-0.055984	-0.02738	-0.042849	-0.062575	-0.047759	-0.004376	0.072641	0.020545	-0.002953	-0.095714	-0.07279	0.096166	-0.046761	-0.026246	-0.084811	-0.009846	-0.019465	-0.055573	0.051437	-0.031224	0.051666	0.001009	0.03954	0.060272	0.09113	-0.091973	-0.031165	0.149841	-0.077283	0.116689	-0.079187	-0.077178	0.191803	0.038014	0.055562
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.07298	0.227984	0.052072	0.077431	0.002875	-0.058448	-0.047964	-0.00516	-0.070622	0.244162	-0.031282	0.114358	-0.037579	-0.045538	-0.072138	-0.068967	0.106017	0.050737	0.071382	0.047799	-0.064316	-0.008619	-0.065781	-0.051737	-0.022659	0.042318	0.023075	0.0417	0.072515	0.06581	0.02442	0.03804	-0.02882	-0.027723	-0.07014	-0.036734	-0.047028	-0.048527	-0.037369	-0.003667	0.094117	-0.041052	-0.077032	0.049826	-0.049534	-0.005583	0.076461	0.101766	0.000141	-0.057279	-0.057165	-0.050959	-0.077793	0.015595	-0.035334	-0.027364	-0.024996	-0.000357	-0.047026	-0.052216	-0.08377	-0.02832	0.071336	-0.000469	-0.039671	0.024328	-0.017419	0.018288	-0.043977	-0.065353	-0.022849	-0.073265	-0.015121	-0.040863	-0.055416	-0.034114	-0.049764	-0.012085	-0.08916	0.038539	-0.077677	0.139037	0.040114	-0.009329	0.02524	-0.077064	-0.094247	-0.019581	0.023217	0.006266	-0.094083	-0.049274	0.094636	-0.07037	0.005274	-0.005145	-0.092903	0.038742	0.084481	-0.007713	0.110905	0.026404	0.114199	-0.066975	-0.09537	-0.063056	0.022086	-0.056467	0.209395	-0.036728	-0.064441	0.014065	0.067759	0.013105	-0.085972	-0.091559	-0.047647	0.084139	-0.022198	-0.068908	-0.004484	0.059564	-0.051453	0.00624	0.157233	-0.099899	-0.050611	-0.077347	0.098064	-0.018372	-0.051418	0.060979	-0.009748	-0.060797	-0.019521	-0.043971	-0.080669	-0.085946	-0.055633	-0.048594	-0.090193	-0.024538	0.032811	-0.060136	-0.012322	0.063378	-0.087604	-0.003373	-0.108601	-0.107892	0.149872	0.001561	-0.026158	-0.005569	-0.086545	-0.037109	-0.064078	-0.022091	-0.057956	0.047537	-0.012028	-0.020928	-0.012086
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.094726	-0.072157	-0.104091	0.025584	-0.040904	0.011672	0.103507	-0.048981	-0.07989	-0.012786	-0.063287	0.055889	-0.08729	0.02083	-0.117217	-0.036107	-0.093873	0.04654	-0.055245	-0.039472	0.143892	0.056884	-0.048742	0.044483	0.079429	-0.047283	-0.036876	-0.043383	-0.057411	-0.011692	0.067076	0.151504	-0.001913	0.107688	0.050228	0.023723	0.044494	0.022343	-0.02598	-0.032535	0.014152	0.056428	-0.033545	-0.014057	-0.029655	0.030684	-0.042514	0.01143	-0.028228	0.047737	0.003645	0.003073	0.026824	0.055856	-0.031898	0.026392	-0.037034	-0.090096	0.12555	0.154069	-0.098692	0.033775	0.126353	-0.019189	0.041633	0.142322	-0.085756	0.059378	-0.004452	0.022283	0.21092	-0.033852	-0.096348	0.077615	0.135171	-0.049602	0.051482	-0.073206	-0.113087	-0.062987	-0.06619	-0.069977	0.018099	0.232485	0.036623	-0.080189	0.024928	0.024907	0.131512	0.134734	0.086401	-0.049288	-0.041084	0.007315	-0.003918	-0.037557	-0.025899	-0.085383	0.095771	0.014463	-0.129377	-0.023863	-0.070101	-0.002464	-0.117165	0.150278	0.075226	-0.097848	0.032585	0.09918	-0.106425	0.016971	0.011777	0.002869	-0.08694	-0.084153	-0.029754	-0.007726	-0.033438	-0.025418	-0.093078	-0.12205	-0.05486	-0.050205	0.058746	-0.043774	-0.036716	-0.005775	0.002063	-0.053362	-0.072139	-0.049452	-0.083979	-0.0853	-0.083107	0.098124	0.094489	0.119528	0.012432	0.092717	0.047929	0.093689	0.013398	-0.034736	-0.029847	0.032396	0.002446	0.057314	0.044736	-0.041181	-0.038958	-0.063773	-0.026013	0.182363	-0.081973	0.054625	-0.055833	-0.016569	-0.042395	-0.098302	-0.12761	-0.055354
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162118	0.121264	-0.017015	-0.047214	-0.03771	-0.008528	-0.064161	0.806404	-0.046829	0.023714	-0.085907	-0.079539	0.034998	-0.057107	0.141501	0.055285	-0.051045	-0.001252	-0.084021	-0.032683	-0.070771	-0.032962	-0.042287	-0.01389	0.072674	0.072293	0.039809	0.089014	0.087907	0.096293	-0.068378	-0.07344	-0.057094	0.009595	-0.025763	-0.0718	-0.054545	0.063652	0.103053	-0.056645	-0.050883	0.116826	-0.017332	0.020299	0.160675	0.055154	-0.017482	-0.037898	-0.023527	-0.005899	-0.079801	0.090057	-0.056295	-0.07316	-0.079018	0.052914	0.016103	-0.102068	-0.116628	-0.027017	0.094685	-0.040498	-0.027425	-0.078139	-0.103651	0.035805	-0.043602	-0.013172	-0.052605	-0.060438	-0.05284	-0.037779	0.003226	-0.06981	-0.037729	-0.001765	-0.048109	0.11008	-0.085937	0.07729	0.074559	-0.076761	-0.079737	-0.095195	-0.064204	-0.05804	0.076509	-0.071639	0.040081	-0.059877	0.139276	-0.006372	-0.050071	-0.053743	-0.042218	0.032284	0.157034	-0.070571	0.079742	-0.061558	0.084127	-0.092562	-0.068315	-0.11373	0.181331	-0.087965	0.25836	0.008908	-0.094435	0.092626	0.058265	-0.050674	-0.038996	-0.074281	-0.022009	0.113391	-0.054881	-0.059851	-0.068086	0.1314	-0.090694	-0.113419	0.14279	-0.0537	-0.089529	-0.091087	0.168584	-0.066132	-0.036114	0.072314	-0.041433	-0.092962	-0.053797	-0.074302	-0.084987	-0.056611	0.013258	-0.05491	-0.044817	-0.022495	-0.055762	-0.079584	-0.049809	0.127579	-0.06281	0.008937	-0.059436	-0.076904	0.039308	0.023572	-0.06619	-0.051669	-0.09257	-0.088853	-0.049944	-0.080385	-0.02216	0.087538	-0.069019	-0.097243	-0.095526
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.078779	-0.003527	0.008779	0.024091	-0.036724	-0.026182	0.157098	0.028495	-0.079309	-0.089084	0.033859	0.00504	-0.020015	-0.083843	-0.001755	-0.089678	-0.029288	-0.090717	-0.03108	-0.07751	-0.097687	-0.110818	-0.022016	0.097963	0.120413	-0.029383	0.121674	0.159496	0.085452	-0.066466	-0.001184	-0.003957	0.116313	-0.000369	-0.014971	-0.048436	0.112509	0.072797	-0.04434	0.020445	0.083506	-0.027641	-0.000771	0.075507	-0.052557	-0.055239	-0.035859	0.036996	-0.007399	-0.082207	0.102985	0.011679	-0.054798	-0.054402	0.06696	-0.036512	-0.054036	-0.097212	-0.04095	0.137244	-0.052175	-0.069444	-0.087137	-0.074207	0.053396	-0.040469	0.019758	-0.053016	-0.064298	-0.035161	-0.019707	0.046108	-0.070183	0.059452	-0.037499	-0.066743	0.063436	-0.079738	0.021618	0.121495	-0.092093	-0.025083	-0.03917	-0.027315	-0.023832	0.101763	-0.060245	-0.106062	-0.044409	0.122596	-0.060499	0.071964	-0.048151	0.063212	-0.00696	-0.014999	0.022415	-0.082572	-0.082246	0.058535	-0.033674	-0.049202	0.004315	0.479218	-0.082345	0.125202	-0.063062	-0.101566	0.091232	0.079282	-0.022217	0.006758	-0.068198	0.213181	0.013519	-0.081231	-0.046473	-0.045266	0.132087	-0.10508	0.020373	0.077	-0.042042	0.065076	-0.076302	0.085739	-0.025562	0.05452	0.165131	0.056849	-0.045847	0.009934	-0.044613	-0.013831	-0.10699	-0.080444	-0.091898	-0.079431	-0.067655	-0.083248	0.020895	-0.013888	0.047056	-0.047459	-0.089125	-0.043316	-0.093568	0.111961	-0.060654	-0.027347	-0.030414	-0.069078	-0.043595	0.00162	-0.068973	-0.044468	0.116544	-0.073208	-0.036165	-0.021518
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.025526	-0.051288	-0.095161	-0.060719	0.094063	0.131477	0.090816	0.13551	-0.046532	-0.067844	-0.090773	-0.095311	0.248714	0.099311	-0.008339	-0.004435	0.055907	-0.05137	0.063574	0.045447	-0.072919	-0.008381	-0.069202	-0.097676	0.026497	-0.098267	-0.055461	-0.067953	-0.094741	-0.030184	-0.030871	-0.093465	0.011661	0.206201	-0.072204	-0.080322	-0.02343	0.087716	-0.067001	-0.033177	0.104479	0.178798	-0.077961	0.301632	0.023665	0.183663	-0.060774	-0.001619	-0.026896	-0.050418	0.021169	0.191685	-0.048862	-0.070275	-0.042168	-0.019987	-0.008398	-0.091671	-0.026887	-0.001087	0.019478	0.013613	-0.069941	-0.108801	0.130411	0.007256	0.110064	0.155748	0.12843	0.166153	-0.073571	-0.05892	0.071436	-0.07537	-0.024088	-0.047584	0.069572	0.142162	-0.062299	-0.046546	-0.07777	-0.010974	0.044315	-0.005536	-0.070128	-0.018581	-0.092248	-0.054107	-0.087691	-0.013181	0.079598	0.004464	-0.011792	0.060782	0.30016	-0.030337	0.158354	-0.104647	0.009511	-0.063695	0.079282	-0.087426	-0.101998	-0.041115	0.091171	-0.064705	-0.072383	-0.021137	-0.026402	-0.022624	0.128521	-0.110398	-0.075119	0.219816	-0.064626	-0.003204	0.032809	-0.072262	-0.021	-0.075984	0.008216	-0.040827	-0.046173	-0.119062	-0.06554	-0.072354	0.185166	-0.077714	0.023791	0.13703	-0.045384	0.173352	-0.096805	-0.051211	-0.0629	-0.014332	-0.055749	-0.063542	0.017244	-0.024852	-0.080368	-0.056841	-0.040739	-0.020677	0.000135	-0.040616	-0.063568	-0.038227	-0.065405	0.037957	-0.08307	-0.081024	-0.028756	-0.050755	0.046075	-0.096207	-0.087531	-0.033066	-0.099676
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.073273	-0.054427	0.056687	-0.004283	-0.0252	0.100235	-0.042476	0.041641	-0.043957	-0.083805	-0.038456	-0.061086	-0.049835	0.038579	-0.007317	0.001339	0.039629	0.065615	-0.058351	-0.056927	-0.061786	-0.067053	-0.016737	-0.039054	-0.055022	0.014996	0.185391	-0.042118	-0.029108	0.029096	-0.080098	0.070484	0.038374	-0.050826	-0.046957	-0.008691	0.143236	-0.050011	0.022051	0.033715	-0.014116	-0.006779	0.025289	0.23931	0.029586	-0.000473	-0.044568	0.041225	-0.074623	0.027356	-0.003409	-0.066773	-0.068445	-0.059917	0.177895	0.000662	-0.071868	0.056703	-0.037127	0.017684	0.015512	-0.070526	-0.104931	0.094669	0.005677	0.047405	0.044908	-0.026678	-0.038969	0.007092	-0.003164	-0.04341	0.024222	-0.0967	-0.067799	-0.075007	0.316845	-0.03005	-0.021524	0.012705	0.040295	-0.071573	0.285723	-0.076164	-0.022398	-0.034786	-0.102344	-0.05024	0.012086	-0.077936	0.270552	-0.043894	-0.017899	0.038933	-0.05393	-0.011372	-0.076644	-0.004787	0.000981	0.007475	-0.099693	0.001248	0.049288	-0.050643	-0.072176	0.14063	-0.077246	0.056002	0.015747	0.044981	-0.040978	0.005934	-0.053168	0.021223	-0.008978	0.187434	-0.080322	-0.029315	-0.071745	-0.090641	-0.077584	0.021398	-0.085321	-0.062428	-0.033527	-0.015856	-0.077472	0.215393	-0.047937	-0.020725	-0.050692	-0.10853	-0.041667	0.00608	-0.059918	-0.036255	0.03764	0.039173	-0.049406	0.091999	-0.0482	-0.085606	-0.003809	-0.073591	-0.085906	-0.036474	-0.064567	0.006588	0.014825	0.099753	-0.062954	0.039524	-0.105376	0.00652	0.026728	-0.045296	-0.05153	-0.059048
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.057221	-0.045612	-0.035056	-0.068952	0.022459	-0.05364	-0.083038	-0.015556	-0.072428	0.113244	-0.087397	-0.052672	-0.054534	-0.057178	0.042945	-0.055358	-0.045329	-0.000564	0.060286	-0.030321	0.066477	-0.04807	-0.029058	0.051522	-0.067041	-0.038258	0.03085	0.224256	-0.051579	0.002226	0.069521	-0.054753	0.035563	0.047326	-0.062184	-0.026375	-0.054555	-0.052899	-0.015892	-0.034717	-0.005512	0.007611	0.024125	-0.032098	-0.061498	-0.044842	0.038745	-0.054809	-0.014378	-0.042363	-0.079201	0.031896	0.040612	-0.054091	-0.049056	0.074185	-0.047421	-0.006523	-0.067744	-0.064309	0.034584	0.046737	-0.074149	-0.013202	-0.058415	-0.045561	-0.0519	0.04786	-0.067895	-0.055556	-0.007567	0.11702	0.020982	0.036275	0.03949	-0.01389	-0.000957	-0.006312	-0.011051	0.031414	0.034746	-0.059192	-0.047053	-0.034047	-0.059481	0.025806	0.004785	-0.034977	0.007754	0.005598	-0.003025	-0.03247	-0.060586	-0.045589	-0.013376	0.061135	-0.052001	0.016793	-0.063327	0.094434	-0.024719	-0.0321	-0.076884	-0.011616	-0.063744	0.054621	-0.053949	0.112338	-0.008568	0.048596	-0.009815	0.215016	-0.006339	0.111507	0.077246	0.031428	0.060328	-0.058413	0.004656	0.063959	-0.033421	0.086794	-0.080164	0.20862	-0.016765	0.05249	0.023203	0.03719	-0.045014	0.015581	0.034375	-0.041837	-0.062557	0.054903	-0.058218	0.103377	-0.087974	-0.027241	0.088699	-0.056632	0.116973	-0.026095	0.099869	0.058414	0.056438	-0.017979	-0.028128	-0.051583	-0.030725	0.036562	-0.025092	0.030315	-0.036002	-0.058743	0.058141	0.190927	-0.042624
